name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"6.532954, 3.36739",2022-04-02,33,24.1,28.5,40.6,24.1,32.4,24.3,78.8,35,100,4.17,rain,0,0,26.3,22.3,212.5,1010,50.2,9,272,23.5,9,75,2022-04-02T06:44:29,2022-04-02T18:55:50,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-04-03,34,26.8,29.6,43.5,30.1,35.4,25.2,78,0,0,0,rain,0,0,27.7,24.1,196.4,1010,54.1,9.7,284,24.5,10,60,2022-04-03T06:44:00,2022-04-03T18:55:43,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-04-04,33.1,27,29.5,42.1,30.5,35.8,25.6,80.2,0,0,0,,0,0,31,22.3,183.1,1010.5,55,10,295.1,25.6,10,60,2022-04-04T06:43:32,2022-04-04T18:55:36,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-04-05,34,27.8,30.2,43.9,33,37,25.5,76.7,0.1,100,4.17,rain,0,0,27.7,24.1,186.6,1010.3,59.7,12.9,278.8,24,9,60,2022-04-05T06:43:04,2022-04-05T18:55:30,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-06,33,24,28.6,40.6,24,33.7,25,81.7,9,100,4.17,rain,0,0,21.2,25.9,183.5,1010,52.3,11.2,254.8,21.9,8,75,2022-04-06T06:42:37,2022-04-06T18:55:24,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-07,33,25,29.2,42.1,25,34.4,25,78.7,0,0,0,rain,0,0,27.7,22.3,186.2,1010.1,45.7,10.6,274,23.7,10,60,2022-04-07T06:42:09,2022-04-07T18:55:17,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-08,33,23,28.1,40.6,23,32,24,79.5,5,100,4.17,rain,0,0,25.2,64.8,239.3,1010.4,37.8,9.6,298,25.7,10,60,2022-04-08T06:41:42,2022-04-08T18:55:11,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-04-09,31.8,24,27.2,36.3,24,30,24.1,83.7,0,0,0,rain,0,0,30.6,31.3,294.6,1010.3,55,10,206.7,17.9,8,60,2022-04-09T06:41:15,2022-04-09T18:55:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-10,33,25,28.4,40.6,25,32.1,24.7,81.3,0,0,0,,0,0,23.4,14.8,181.8,1008.8,50.6,9.7,189.1,16.2,9,60,2022-04-10T06:40:48,2022-04-10T18:55:00,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-11,34.9,26,29.4,43.2,26,34.4,25.1,78.6,0,0,0,,0,0,21.2,16.6,200,1008.9,46.4,9.8,251.8,21.8,10,60,2022-04-11T06:40:22,2022-04-11T18:54:55,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-04-12,34,24.8,28,41.8,24.8,31.4,24.4,82,6,100,4.17,rain,0,0,74.2,33.5,176.8,1009.2,56.1,9.3,197.2,17.2,9,60,2022-04-12T06:39:56,2022-04-12T18:54:50,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-04-13,31,24.8,27.4,39.1,24.8,30.6,24.3,83.8,0,0,0,rain,0,0,20.5,18.4,190.6,1009.2,49.5,8.3,248.5,21.3,9,30,2022-04-13T06:39:30,2022-04-13T18:54:45,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-04-14,32,25,28.6,39.2,25,33.1,25,81.5,1.3,100,4.17,rain,0,0,24.8,22.3,181.6,1009.8,51.7,10,269.9,23.3,10,60,2022-04-14T06:39:05,2022-04-14T18:54:40,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-15,32,25.8,29,40.6,25.8,33.7,24.7,78.6,0,0,0,rain,0,0,23,16.6,194,1010.2,62.4,11.8,276.2,24,10,30,2022-04-15T06:38:40,2022-04-15T18:54:36,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-16,33.2,26,29,40.8,26,33,24.1,76.6,7,100,4.17,rain,0,0,24.8,14,227,1010.2,63.5,13.5,181.7,15.5,6,60,2022-04-16T06:38:16,2022-04-16T18:54:32,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-17,33.2,25,28.9,43.8,25,34.4,25.7,83.4,0,0,0,rain,0,0,25.9,29.5,214.8,1009.4,52.8,9.9,286.2,24.7,10,60,2022-04-17T06:37:51,2022-04-17T18:54:29,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-04-18,29.1,23,25.7,33.6,23,27,23.1,86.3,36,100,8.33,rain,0,0,55.4,27.7,9,1010.7,50.6,8.7,72.6,6.3,3,10,2022-04-18T06:37:28,2022-04-18T18:54:25,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-19,32,25,28.3,39.2,25,31.8,24.5,80.7,0,0,0,,0,0,18.4,16.6,178.9,1011.5,53.6,9.1,167.9,14.4,8,30,2022-04-19T06:37:05,2022-04-19T18:54:22,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-20,34,25.2,29,43.5,25.2,34.3,25.6,82.7,2,100,4.17,rain,0,0,28.8,22.3,177.1,1010.6,50.9,9.4,280.8,24.2,10,60,2022-04-20T06:36:42,2022-04-20T18:54:20,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-21,30.1,23,26.6,35.4,23,29,23.5,83.6,20,100,4.17,rain,0,0,24.1,24.1,305.9,1010.8,53.6,9.8,219,19,7,30,2022-04-21T06:36:20,2022-04-21T18:54:18,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-22,33,24.1,28.3,40.6,24.1,32.2,24.7,81.5,0,0,0,,0,0,20.5,18.4,188.4,1010.3,46.3,9.2,282.7,24.5,9,60,2022-04-22T06:35:58,2022-04-22T18:54:16,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.532954, 3.36739",2022-04-23,34,25,29,42.1,25,33.6,25.1,80.7,0,0,0,rain,0,0,23,20.5,202.8,1009.9,42.6,10,282.2,24.3,10,30,2022-04-23T06:35:37,2022-04-23T18:54:14,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-04-24,28,22,25.6,32.7,22,27.2,24,90.9,28,100,4.17,rain,0,0,74.2,46.4,146.9,1010,61.8,9.6,200.4,17.4,9,60,2022-04-24T06:35:16,2022-04-24T18:54:13,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-25,32,23,27.9,39.2,23,31.5,24,80.9,0,0,0,,0,0,24.5,22.3,155.7,1009.5,52.2,10.5,299.1,25.9,10,60,2022-04-25T06:34:56,2022-04-25T18:54:13,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-26,33,24,28.4,42.1,24,32,23.8,77.2,0,0,0,,0,0,81.7,38.9,145.3,1009.8,42.1,9.7,215.6,18.6,10,60,2022-04-26T06:34:36,2022-04-26T18:54:12,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-04-27,33,23,28.7,40.6,23,32.9,24.4,78.4,0,0,0,,0,0,66.6,33.5,177.9,1010.1,68.3,10.5,254.5,22,9,60,2022-04-27T06:34:17,2022-04-27T18:54:13,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-28,31,23,26.5,37.7,23,29,23.5,84.4,24,100,4.17,rain,0,0,32,18.4,303.8,1011,53.3,7.5,121,10.4,5,30,2022-04-28T06:33:59,2022-04-28T18:54:13,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,65201099999"
"6.532954, 3.36739",2022-04-29,34,24.8,27.9,40.7,24.8,30.6,23.3,76.9,0,0,0,,0,0,18.7,20.5,133,1010.9,49.8,10.4,285.4,24.6,10,30,2022-04-29T06:33:41,2022-04-29T18:54:14,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-04-30,33,23.1,27.6,39.3,23.1,30.6,23.4,78.9,0,0,0,,0,0,18,16.6,205.4,1012.4,38.4,10,261.6,22.6,9,30,2022-04-30T06:33:24,2022-04-30T18:54:16,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-01,33,25.8,29,42.1,25.8,34.1,25.4,81.6,0,0,0,,0,0,22.3,18.4,196.7,1012.8,61.4,10.6,285.3,24.5,10,60,2022-05-01T06:33:07,2022-05-01T18:54:17,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-02,32,25,28.3,39.2,25,31.8,24.9,82.9,0,0,0,,0,0,31.3,18.4,187.2,1012.4,57,9.6,252,21.7,9,60,2022-05-02T06:32:51,2022-05-02T18:54:20,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-05-03,33,24.9,28.5,42.3,24.9,32.6,25,82.2,0,0,0,,0,0,25.9,22.3,202.1,1011.1,47.9,9.3,285.3,24.6,9,30,2022-05-03T06:32:36,2022-05-03T18:54:23,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-05-04,32.8,23,27.5,39.2,23,30.3,23.7,81.2,13,100,8.33,rain,0,0,22.7,19.8,187,1011.6,48.5,11.6,285.3,24.6,10,30,2022-05-04T06:32:21,2022-05-04T18:54:26,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-05,33,23,27.6,40.6,23,31.3,24,81.6,0,0,0,,0,0,22,22.3,208.3,1011.9,45.9,10,291.3,25.1,10,30,2022-05-05T06:32:07,2022-05-05T18:54:29,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-05-06,27.7,22,25.5,31.3,22,26.4,23.5,89,48,100,8.33,rain,0,0,38.2,20.5,105.3,1011.9,58,10.3,35.2,3,2,60,2022-05-06T06:31:53,2022-05-06T18:54:33,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-07,33,23,27.3,40.6,23,30.3,23.9,82.9,0,0,0,,0,0,27.7,24.1,198,1011.7,43.7,7.6,118.6,10.3,5,10,2022-05-07T06:31:41,2022-05-07T18:54:38,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-08,33,25,28.4,40.6,25,32.4,25,82.8,0,0,0,,0,0,23,25.9,207.9,1010.6,42.2,8.1,269.3,23.3,9,60,2022-05-08T06:31:29,2022-05-08T18:54:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-09,33,24,28.8,42.1,24,33.1,24.3,77.5,0.1,100,4.17,rain,0,0,29.9,25.9,229.7,1010.6,47.4,15.3,285.4,24.6,9,60,2022-05-09T06:31:17,2022-05-09T18:54:48,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-10,32,21,27.8,40.6,21,31.8,24.7,83.7,1,100,4.17,rain,0,0,24.1,20.5,205.1,1011.7,59,10,210,18.3,9,60,2022-05-10T06:31:07,2022-05-10T18:54:54,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-05-11,34,25.8,29.3,43.5,25.8,35.1,25.8,82.5,0,0,0,,0,0,22,15.5,190,1011.6,45,9.8,288.2,25,9,60,2022-05-11T06:30:57,2022-05-11T18:55:01,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-12,32,24.9,28.1,40.6,24.9,32.3,25.2,85,9,100,8.33,rain,0,0,18.7,22.3,192.8,1012.2,50.1,10,264.9,22.7,9,60,2022-05-12T06:30:48,2022-05-12T18:55:08,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-13,32.8,25.8,29.1,41.5,25.8,34.3,25.3,80.8,0,0,0,,0,0,25.2,16.6,206.8,1012.3,56.8,10,264.2,22.8,9,60,2022-05-13T06:30:39,2022-05-13T18:55:15,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-05-14,33,22.9,28,40.6,22.9,31.6,24,80.3,0.9,100,4.17,rain,0,0,33.5,27.7,166.9,1012.2,55.4,11.4,260.8,22.5,9,60,2022-05-14T06:30:31,2022-05-14T18:55:22,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-15,33,25,29.1,43.8,25,34.5,25.7,82.3,0,0,0,rain,0,0,22.3,18.4,196.8,1012.6,46.7,9.2,266.1,22.9,8,60,2022-05-15T06:30:24,2022-05-15T18:55:30,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-05-16,33.2,26,29.6,42.1,26,34.4,24.6,75.6,3,100,29.17,rain,0,0,22.3,19.4,209.8,1012.2,62.8,15.3,260.3,22.4,8,60,2022-05-16T06:30:18,2022-05-16T18:55:39,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-17,29.6,24,27.4,34.5,24,30.7,24.2,82.8,6,100,4.17,rain,0,0,31.7,27.7,156.9,1011.9,67.1,13.4,260.1,22.5,9,60,2022-05-17T06:30:12,2022-05-17T18:55:48,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-18,32,24.1,28.1,39.2,24.1,31.8,24.6,82.1,0.1,100,4.17,rain,0,0,23.4,22.3,195.7,1010.9,55.5,9.1,236.8,20.4,9,30,2022-05-18T06:30:07,2022-05-18T18:55:57,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-19,32,24.9,28.2,37.7,24.9,31.6,24.1,79.7,1,100,4.17,rain,0,0,26.3,18.7,181,1011.4,67.4,14.1,247,21.4,9,60,2022-05-19T06:30:03,2022-05-19T18:56:07,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-20,31,25.2,28.2,39.1,25.2,32.7,24.7,81.8,0.9,100,12.5,rain,0,0,23,18.4,178.2,1012.5,72.6,12.6,197.1,16.9,7,30,2022-05-20T06:29:59,2022-05-20T18:56:17,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-21,30.8,24,26.4,37.5,24,28.2,24.6,90.8,22,100,4.17,rain,0,0,24.5,20.5,253.4,1013.7,56.3,7.7,167.9,14.4,9,30,2022-05-21T06:29:56,2022-05-21T18:56:27,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-05-22,30.8,23,26.3,36.3,23,28.5,24,87.8,1,100,4.17,rain,0,0,20.2,13,270.3,1014.3,47.6,8.3,161.2,14,6,30,2022-05-22T06:29:54,2022-05-22T18:56:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-05-23,31,22.6,26.8,37.7,22.6,29.2,24.1,85.6,2.5,100,4.17,rain,0,0,23,33.5,7.3,1013,53,9.3,42.1,3.6,2,30,2022-05-23T06:29:53,2022-05-23T18:56:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-05-24,31.1,23,26.5,37.7,23,28.8,23.5,84.5,0,0,0,rain,0,0,26.6,18.3,186.8,1013.8,53.4,8.7,175.1,15.1,6,30,2022-05-24T06:29:52,2022-05-24T18:57:01,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-05-25,31,25,27.5,38.8,25,30.5,24.6,84.8,0,0,0,rain,0,0,20.5,18.4,195.6,1015.5,53.5,9.5,178.2,15.3,9,30,2022-05-25T06:29:52,2022-05-25T18:57:13,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-05-26,31,24.9,27.2,37.7,24.9,29.7,24.5,85.9,0,0,0,rain,0,0,25.9,22.3,178.4,1015.8,57,9.8,240.3,20.8,8,30,2022-05-26T06:29:52,2022-05-26T18:57:25,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-05-27,31,24,27.1,37.7,24,29.6,23.9,83.9,0.1,100,4.17,rain,0,0,24.1,20.5,174,1015.3,53.8,10,211.7,18.3,8,30,2022-05-27T06:29:53,2022-05-27T18:57:37,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-28,33,25,28.8,40.6,25,32.7,24.5,78.6,0,0,0,rain,0,0,19.8,18.4,190.4,1013.4,53.8,9.7,241.2,20.8,9,60,2022-05-28T06:29:55,2022-05-28T18:57:50,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-05-29,33,25.9,29,40.6,25.9,33.4,24,74.6,0,0,0,rain,0,0,24.1,20.5,184.4,1012.1,58.1,14.7,258.3,22.3,8,30,2022-05-29T06:29:58,2022-05-29T18:58:03,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-05-30,33,26,28.9,40.6,26,33.7,25.2,81.3,0,0,0,rain,0,0,23.4,20.5,187.3,1012.1,57.9,9.9,259.5,22.4,8,30,2022-05-30T06:30:01,2022-05-30T18:58:16,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.532954, 3.36739",2022-05-31,31.6,24.9,28,39.1,24.9,31.6,24.1,80.4,3,100,4.17,rain,0,0,24.8,20.5,180.8,1011.8,70.4,14.4,214.8,18.6,8,30,2022-05-31T06:30:05,2022-05-31T18:58:29,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-06-01,33,24.8,28.5,40.6,24.8,32.1,24.2,78.5,1,100,4.17,rain,0,0,17.3,16.6,199.8,1011.1,62.3,12.1,257.4,22.2,9,30,2022-06-01T06:30:09,2022-06-01T18:58:43,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-06-02,33,25,28.7,40.6,25,33,24.9,80.7,0,0,0,rain,0,0,27.7,25.9,188.1,1009.9,47.1,9.8,264.8,22.7,9,60,2022-06-02T06:30:14,2022-06-02T18:58:57,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-06-03,32.1,23,26.8,36,23,28.6,23.7,84,6,100,4.17,rain,0,0,23.8,17.3,218.7,1009.9,57.8,13.9,263.1,22.6,9,60,2022-06-03T06:30:20,2022-06-03T18:59:11,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999"
"6.532954, 3.36739",2022-06-04,32,23,26.9,39.2,23,29.9,23.8,84,0,0,0,,0,0,20.5,24.1,196.2,1011.4,53.3,7.2,258.1,22.4,9,60,2022-06-04T06:30:26,2022-06-04T18:59:25,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-06-05,31,22.7,26.9,33.7,22.7,28.6,22.3,77.2,5,100,8.33,rain,0,0,31.7,33.5,97.3,1012,54.7,10.3,190.3,16.4,7,30,2022-06-05T06:30:32,2022-06-05T18:59:39,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-06-06,32,23.8,27.6,37.9,23.8,30.3,23.4,78.9,3,100,4.17,rain,0,0,18.4,14.8,211.9,1013,53.8,9.2,167.3,14.4,8,30,2022-06-06T06:30:40,2022-06-06T18:59:53,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-06-07,34,24,28.1,40.6,24,31.1,23.9,79.2,0,0,0,rain,0,0,24.1,20.5,224.6,1013.1,42,9.6,237.3,20.3,8,30,2022-06-07T06:30:47,2022-06-07T19:00:08,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-06-08,32,25,28.6,39.2,25,33.3,24.9,81.1,0,0,0,rain,0,0,24.8,18.4,218.5,1012.6,55.3,9.4,232.5,20.1,8,60,2022-06-08T06:30:56,2022-06-08T19:00:22,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-06-09,33,24,28.6,40.6,24,33.4,24.8,80.6,0.1,100,4.17,rain,0,0,20.5,22.3,196.3,1011.6,56.6,12,250.7,21.5,9,60,2022-06-09T06:31:04,2022-06-09T19:00:37,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-06-10,33,21.9,27,40.6,21.9,30.4,24.1,84.9,18,100,4.17,rain,0,0,100.1,59.4,179.4,1011.7,54.9,8.6,225.5,19.5,8,60,2022-06-10T06:31:14,2022-06-10T19:00:51,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-06-11,27,23,25.7,30.6,23,26.2,23.6,88.5,4,100,4.17,rain,0,0,24.5,42.5,241.1,1013.7,44.8,9.4,162.8,14,8,30,2022-06-11T06:31:23,2022-06-11T19:01:06,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-06-12,31.8,23.9,27.3,37.7,23.9,30.2,23.9,82.1,0,0,0,rain,0,0,24.1,20.5,207.2,1013.8,46.6,9.9,249,21.6,8,30,2022-06-12T06:31:33,2022-06-12T19:01:20,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-06-13,32,24.9,28.1,39.2,24.9,31.5,24.3,80.7,0,0,0,rain,0,0,27.7,20.5,217.2,1012.8,47.6,11.2,192,16.6,7,30,2022-06-13T06:31:44,2022-06-13T19:01:34,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-06-14,32,26,28.4,39.2,26,32.3,24.6,80.9,0,0,0,rain,0,0,27.4,22.3,204.5,1011.4,62.1,9.7,233.5,20.1,8,60,2022-06-14T06:31:54,2022-06-14T19:01:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.532954, 3.36739",2022-06-15,28,24.9,26.2,32.7,24.9,27.6,24.3,89.2,2,100,4.17,rain,0,0,32,20.5,236.6,1012,64.4,9.1,72.4,6.5,3,60,2022-06-15T06:32:06,2022-06-15T19:02:03,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.532954, 3.36739",2022-06-16,29,24,25.3,33.6,24,25.9,23.4,89.9,4,100,8.33,rain,0,0,33.1,18.4,254.2,1012.7,53.9,10,188.2,16.2,8,10,2022-06-16T06:32:17,2022-06-16T19:02:17,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.532954, 3.36739",2022-06-17,30,23,24.8,36.3,23,25.8,23.5,92.7,0,0,0,rain,0,0,31.7,22.3,253.8,1013,46.7,8.4,133.5,11.6,6,10,2022-06-17T06:32:29,2022-06-17T19:02:31,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
